lemma,inflection_type,inflected_form,stem,reduplicated_form,subject,object,mood,number,diminutive,locative
baashkizigan,sg,baashkizigan,/baashkizigan-/,,,,,singular,FALSE,FALSE
baashkizigan,pl,baashkiziganan,/baashkizigan-/,,,,,plural,FALSE,FALSE
baashkizigan,dim,baashkizigaans,/baashkizigan-/,,,,,,TRUE,FALSE
baashkizigan,dim,baashkiziganens,/baashkizigan-/,,,,,,TRUE,FALSE
baashkizigan,pej,baashkiziganish,/baashkizigan-/,,,,,,FALSE,FALSE
baashkizigan,pej,baashkizhiganish,/baashkizigan-/,,,,,,FALSE,FALSE
baashkizigan,loc,baashkiziganing,/baashkizigan-/,,,,,,FALSE,TRUE
baashkiziganaabik,sg,baashkiziganaabik,/baashkiziganaabikw-/,,,,,singular,FALSE,FALSE
baashkiziganaabik,pl,baashkiziganaabikoon,/baashkiziganaabikw-/,,,,,plural,FALSE,FALSE
biinda'oojigan,sg,biinda'oojigan,/biinda'oojigan-/,,,,,singular,FALSE,FALSE
biinda'oojigan,pl,biinda'oojiganan,/biinda'oojigan-/,,,,,plural,FALSE,FALSE
baashkizigani-mazina'igan,sg,baashkizigani-mazina'igan,/baashkizigani-mazina'igan-/,,,,,singular,FALSE,FALSE
baashkizigani-mazina'igan,pl,baashkizigani-mazina'iganan,/baashkizigani-mazina'igan-/,,,,,plural,FALSE,FALSE
bakwanjiikaan,sg,bakwanjiikaan,/bakwanjiikaan-/,,,,,singular,FALSE,FALSE
bakwanjiikaan,pl,bakwanjiikaanan,/bakwanjiikaan-/,,,,,plural,FALSE,FALSE
asabiiwazh,sg,asabiiwazh,/asabiiwazh-/,,,,,singular,FALSE,FALSE
asabiiwazh,pl,asabiiwazhan,/asabiiwazh-/,,,,,plural,FALSE,FALSE
asabiiwazh,dim,asabiiwazhens,/asabiiwazh-/,,,,,,TRUE,FALSE
asabiiwazh,loc,asabiiwazhing,/asabiiwazh-/,,,,,,FALSE,TRUE
makade,sg,makade,/makadew-/,,,,,singular,FALSE,FALSE
makade,loc,makadeng,/makadew-/,,,,,,FALSE,TRUE
bagojiin,1s - 3s - ind,imbagojiinaa,/bagojiin-/,babagojin,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bagojiin,1s - 3s - ind,nimbagojiinaa,/bagojiin-/,babagojin,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bagojiin,1s - 3s - ind,nibagojiinaa,/bagojiin-/,babagojin,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bagojiin,3s - 3' - ind,obagojiinaan,/bagojiin-/,babagojin,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
bagojiin,3s - 3' - conj,bagojiinaad,/bagojiin-/,babagojin,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
bagojiin,3s - 3' - ch-conj,begojiinaad,/bagojiin-/,babagojin,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
bagojiin,2s - 3 - imp,bagojiin,/bagojiin-/,babagojin,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
ninagizh,sg,ninagizh,/=nagizhy-/,,,,,singular,FALSE,FALSE
ninagizh,pl,ninagizhiin,/=nagizhy-/,,,,,plural,FALSE,FALSE
ninagizh,loc,ninagizhiing,/=nagizhy-/,,,,,,FALSE,TRUE
banaskwiiwagitaawigamig,sg,banaskwiiwagitaawigamig,/banaskwiiwagitaawigamigw-/,,,,,singular,FALSE,FALSE
banaskwiiwagitaawigamig,pl,banaskwiiwagitaawigamigoon,/banaskwiiwagitaawigamigw-/,,,,,plural,FALSE,FALSE
banaskwiiwagitaawigamig,loc,banaskwiiwagitaawigamigong,/banaskwiiwagitaawigamigw-/,,,,,,FALSE,TRUE
mikwamiikaa,0s - ind,mikwamiikaa,/mikwamiikaa-/,,singular_inanimate,,independent,,FALSE,FALSE
mikwamiikaa,0s - conj,mikwamiikaag,/mikwamiikaa-/,,singular_inanimate,,conjunct,,FALSE,FALSE
mikwamiikaa,0s - ch-conj,mekwamiikaag,/mikwamiikaa-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
mikwamiikaa,0s - ind - aug,mikwamiikaamagad,/mikwamiikaa-/,,singular_inanimate,,independent,,FALSE,FALSE
niinizis,sg,niinizis,/=iinizis-/,,,,,singular,FALSE,FALSE
niinizis,pl,niinizisan,/=iinizis-/,,,,,plural,FALSE,FALSE
noomakwaan,sg,noomakwaan,/noomakwaan-/,,,,,singular,FALSE,FALSE
noomakwaan,pl,noomakwaanan,/noomakwaan-/,,,,,plural,FALSE,FALSE
wiinizisimaani-zagaakwa'igan,sg,wiinizisimaani-zagaakwa'igan,/wiinizisimaani-zagaakwa'igan-/,,,,,singular,FALSE,FALSE
wiinizisimaani-zagaakwa'igan,pl,wiinizisimaani-zagaakwa'iganan,/wiinizisimaani-zagaakwa'igan-/,,,,,plural,FALSE,FALSE
wiinizisimaani-zagaakwa'igan,dim,wiinizisimaani-zagaakwa'igaans,/wiinizisimaani-zagaakwa'igan-/,,,,,,TRUE,FALSE
baapaagokozo,1s - ind,imbaapaagokoz,/baapaagokozo-/,,first_person_singular,,independent,,FALSE,FALSE
baapaagokozo,1s - ind,nimbaapaagokoz,/baapaagokozo-/,,first_person_singular,,independent,,FALSE,FALSE
baapaagokozo,1s - ind,nibaapaagokoz,/baapaagokozo-/,,first_person_singular,,independent,,FALSE,FALSE
baapaagokozo,3s - ind,baapaagokozo,/baapaagokozo-/,,third_person_singular,,independent,,FALSE,FALSE
baapaagokozo,3s - conj,baapaagokozod,/baapaagokozo-/,,third_person_singular,,conjunct,,FALSE,FALSE
baapaagokozo,3s - ch-conj,bayaapaagokozod,/baapaagokozo-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
baapaagokozhiwewikwe,sg,baapaagokozhiwewikwe,/baapaagokozhiwewikwew-/,,,,,singular,FALSE,FALSE
baapaagokozhiwewikwe,pl,baapaagokozhiwewikweg,/baapaagokozhiwewikwew-/,,,,,plural,FALSE,FALSE
baapaagokozhiwewigamig,sg,baapaagokozhiwewigamig,/baapaagokozhiwewigamigw-/,,,,,singular,FALSE,FALSE
baapaagokozhiwewigamig,pl,baapaagokozhiwewigamigoon,/baapaagokozhiwewigamigw-/,,,,,plural,FALSE,FALSE
baapaagokozhiwewigamig,loc,baapaagokozhiwewigamigong,/baapaagokozhiwewigamigw-/,,,,,,FALSE,TRUE
biskamon,0s - ind,biskamon,/biskamo-/,,singular_inanimate,,independent,,FALSE,FALSE
biskamon,0s - conj,biskamong,/biskamo-/,,singular_inanimate,,conjunct,,FALSE,FALSE
biskamon,0s - ch-conj,beskamog,/biskamo-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
miishizi,1s - ind,nimiishiz,/miishizi-/,,first_person_singular,,independent,,FALSE,FALSE
miishizi,3s - ind,miishizi,/miishizi-/,,third_person_singular,,independent,,FALSE,FALSE
miishizi,3s - conj,miishizid,/miishizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
miishizi,3s - ch-conj,maashizid,/miishizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
aabitoobii,0s - ind,aabitoobii,/aabitoobii-/,aayaabitoobii,singular_inanimate,,independent,,FALSE,FALSE
aabitoobii,0s - conj,aabitoobiig,/aabitoobii-/,aayaabitoobii,singular_inanimate,,conjunct,,FALSE,FALSE
aabitoobii,0s - ch-conj,ayaabitoobiig,/aabitoobii-/,aayaabitoobii,singular_inanimate,,changed_conjunct,,FALSE,FALSE
aabitoobii,0s - ind - aug,aabitoobiimagad,/aabitoobii-/,aayaabitoobii,singular_inanimate,,independent,,FALSE,FALSE
aabitawaabik,sg,aabitawaabik,/aabitawaabikw-/,,,,,singular,FALSE,FALSE
aabitawaabik,pl,aabitawaabikoog,/aabitawaabikw-/,,,,,plural,FALSE,FALSE
nagaashkaa,0s - ind,nagaashkaa,/nagaashkaa-/,nanagaashkaa,singular_inanimate,,independent,,FALSE,FALSE
nagaashkaa,0s - conj,nagaashkaag,/nagaashkaa-/,nanagaashkaa,singular_inanimate,,conjunct,,FALSE,FALSE
nagaashkaa,0s - ch-conj,negaashkaag,/nagaashkaa-/,nanagaashkaa,singular_inanimate,,changed_conjunct,,FALSE,FALSE
nagaashkaa,0s - ind - aug,nagaashkaamagad,/nagaashkaa-/,nanagaashkaa,singular_inanimate,,independent,,FALSE,FALSE
bakite'igan,sg,bakite'igan,/bakite'igan-/,,,,,singular,FALSE,FALSE
bakite'igan,pl,bakite'iganan,/bakite'igan-/,,,,,plural,FALSE,FALSE
bakite'igan,dim,bakite'igaans,/bakite'igan-/,,,,,,TRUE,FALSE
bakite'igan,loc,bakite'iganing,/bakite'igan-/,,,,,,FALSE,TRUE
bakite'iganaak,sg,bakite'iganaak,/bakite'iganaakw-/,,,,,singular,FALSE,FALSE
bakite'iganaak,pl,bakite'iganaakoon,/bakite'iganaakw-/,,,,,plural,FALSE,FALSE
bakite'iganaak,dim,bakite'iganaakoons,/bakite'iganaakw-/,,,,,,TRUE,FALSE
bakite'iganaak,loc,bakite'iganaakong,/bakite'iganaakw-/,,,,,,FALSE,TRUE
wewebizon,sg,wewebizon,/wewebizon-/,,,,,singular,FALSE,FALSE
wewebizon,pl,wewebizonan,/wewebizon-/,,,,,plural,FALSE,FALSE
wewebizon,dim,wewebizonens,/wewebizon-/,,,,,,TRUE,FALSE
wewebizon,loc,wewebizoning,/wewebizon-/,,,,,,FALSE,TRUE
nininj,sg,nininj,/nininjy-/,,,,,singular,FALSE,FALSE
nininj,pl,nininjiin,/nininjy-/,,,,,plural,FALSE,FALSE
nininj,dim,nininjiins,/nininjy-/,,,,,,TRUE,FALSE
nininj,loc,nininjiing,/nininjy-/,,,,,,FALSE,TRUE
nininj,pej,nininjiish,/nininjy-/,,,,,,FALSE,FALSE
ininamaw,1s - 3s - ind,nindininamawaa,/ininamaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ininamaw,1s - 3s - ind,indininamowaa,/ininamaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ininamaw,3s - 3' - ind,odininamawaan,/ininamaw-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
ininamaw,3s - 3' - ind,odininamowaan,/ininamaw-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
ininamaw,3s - 3' - conj,ininamawaad,/ininamaw-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
ininamaw,3s - 3' - conj,ininamowaad,/ininamaw-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
ininamaw,3s - 3' - ch-conj,eninamawaad,/ininamaw-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
ininamaw,3s - 3' - ch-conj,eninamowaad,/ininamaw-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
ininamaw,2s - 3 - imp,ininamaw,/ininamaw-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
ininamaw,2s - 1s - imp,ininamawishin,/ininamaw-/,,second_person_singular,first_person_singular,imperative,,FALSE,FALSE
wenipazh,,wenipazh,,,,,,,FALSE,FALSE
noomininjiiwin,sg,noomininjiiwin,/noomininjiiwin-/,,,,,singular,FALSE,FALSE
noomininjiiwin,pl,noomininjiiwinan,/noomininjiiwin-/,,,,,plural,FALSE,FALSE
gwaaba'waagan,sg,gwaaba'waagan,/gwaaba'waagan-/,,,,,singular,FALSE,FALSE
gwaaba'waagan,pl,gwaaba'waaganag,/gwaaba'waagan-/,,,,,plural,FALSE,FALSE
gwaaba'waagan,loc,gwaaba'waaganing,/gwaaba'waagan-/,,,,,,FALSE,TRUE
ozhichigan,sg,ozhichigan,/ozhichigan-/,,,,,singular,FALSE,FALSE
ozhichigan,pl,ozhichiganan,/ozhichigan-/,,,,,plural,FALSE,FALSE
zhooniyaa-mashkimod,sg,zhooniyaa-mashkimod,/zhooniyaa-mashkimod-/,,,,,singular,FALSE,FALSE
zhooniyaa-mashkimod,pl,zhooniyaa-mashkimodan,/zhooniyaa-mashkimod-/,,,,,plural,FALSE,FALSE
zhooniyaa-mashkimod,dim,zhooniyaa-mashkimodens,/zhooniyaa-mashkimod-/,,,,,,TRUE,FALSE
zhooniyaa-mashkimod,loc,zhooniyaa-mashkimodaang,/zhooniyaa-mashkimod-/,,,,,,FALSE,TRUE
ganakin,1s - 3s - ind,inganakinaa,/ganakin-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ganakin,1s - 3s - ind,ninganakinaa,/ganakin-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ganakin,1s - 3s - ind,niganakinaa,/ganakin-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ganakin,3s - 3' - ind,oganakinaan,/ganakin-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
ganakin,3s - 3' - conj,ganakinaad,/ganakin-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
ganakin,3s - 3' - ch-conj,genakinaad,/ganakin-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
ganakin,2s - 3 - imp,ganakin,/ganakin-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
mashwens,sg,mashwens,/mashwens-/,,,,,singular,FALSE,FALSE
mashwens,pl,mashwensag,/mashwens-/,,,,,plural,FALSE,FALSE
minjiminigan,sg,minjiminigan,/minjiminigan-/,,,,,singular,FALSE,FALSE
minjiminigan,pl,minjiminiganan,/minjiminigan-/,,,,,plural,FALSE,FALSE
minjiminigan,dim,minjiminigaans,/minjiminigan-/,,,,,,TRUE,FALSE
minjiminigan,loc,minjiminiganing,/minjiminigan-/,,,,,,FALSE,TRUE
ininan,1s - 0s - ind,indininaan,/inin-/,ayininan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
ininan,1s - 0s - ind,nindininaan,/inin-/,ayininan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
ininan,1s - 0s - ind,nidininaan,/inin-/,ayininan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
ininan,3s - 0s - ind,odininaan,/inin-/,ayininan,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
ininan,3s - 0 - conj,ininang,/inin-/,ayininan,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
ininan,3s - 0 - ch-conj,eninang,/inin-/,ayininan,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
ininan,2s - 0 - imp,ininan,/inin-/,ayininan,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
ezhininjiishin,1s - ind,indezhininjiishin,/ezhininjiishin-/,,first_person_singular,,independent,,FALSE,FALSE
ezhininjiishin,1s - ind,nindezhininjiishin,/ezhininjiishin-/,,first_person_singular,,independent,,FALSE,FALSE
ezhininjiishin,1s - ind,nidezhininjiishin,/ezhininjiishin-/,,first_person_singular,,independent,,FALSE,FALSE
ezhininjiishin,3s - conj,ezhininjiishing,/ezhininjiishin-/,,third_person_singular,,conjunct,,FALSE,FALSE
ezhininjiishin,3s - part,ayezhininjiishing,/ezhininjiishin-/,,third_person_singular,,participle,,FALSE,FALSE
miikawaadad,0s - ind,miikawaadad,/miikawaadad-/,,singular_inanimate,,independent,,FALSE,FALSE
miikawaadad,0s - conj,miikawaadak,/miikawaadad-/,,singular_inanimate,,conjunct,,FALSE,FALSE
miikawaadad,0s - part,maakawaadak,/miikawaadad-/,,singular_inanimate,,participle,,FALSE,FALSE
agoode,0s - ind,agoode,/agoode-/,ayagoode,singular_inanimate,,independent,,FALSE,FALSE
agoode,0s - conj,agoodeg,/agoode-/,ayagoode,singular_inanimate,,conjunct,,FALSE,FALSE
agoode,0s - ch-conj,egoodeg,/agoode-/,ayagoode,singular_inanimate,,changed_conjunct,,FALSE,FALSE
agoode,0s - aug - ind,agoodemagad,/agoode-/,ayagoode,singular_inanimate,,independent,,FALSE,FALSE
agoodoon,1s - 0s - ind,indagoodoon,/agood-/,ayagoodoon,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
agoodoon,1s - 0s - ind,nindagoodoon,/agood-/,ayagoodoon,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
agoodoon,1s - 0s - ind,ndagoodoon,/agood-/,ayagoodoon,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
agoodoon,3s - 0s - ind,odagoodoon,/agood-/,ayagoodoon,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
agoodoon,3s - conj,agoodood,/agood-/,ayagoodoon,third_person_singular,,conjunct,,FALSE,FALSE
agoodoon,3s - ch-conj,egoodood,/agood-/,ayagoodoon,third_person_singular,,changed_conjunct,,FALSE,FALSE
agoodoon,2s - 0 - imp,agoodoon,/agood-/,ayagoodoon,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
agoojiganaabikoons,sg,agoojiganaabikoons,/agoojiganaabikoons-/,,,,,singular,FALSE,FALSE
agoojiganaabikoons,pl,agoojiganaabikoonsan,/agoojiganaabikoons-/,,,,,plural,FALSE,FALSE
danakamigad,0s - ind,danakamigad,/danakamigad-/,,singular_inanimate,,independent,,FALSE,FALSE
danakamigad,0s - conj,danakamigak,/danakamigad-/,,singular_inanimate,,conjunct,,FALSE,FALSE
danakamigad,0s - ch-conj,endanakamigak,/danakamigad-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
minawaanigwad,0s - ind,minawaanigwad,/minawaanigwad-/,,singular_inanimate,,independent,,FALSE,FALSE
minawaanigwad,0p - ind,minawaanigwadoon,/minawaanigwad-/,,,,independent,,FALSE,FALSE
minawaanigwad,0s - conj,minawaanigwak,/minawaanigwad-/,,singular_inanimate,,conjunct,,FALSE,FALSE
minawaanigwad,0s - ch-conj,menawaanigwak,/minawaanigwad-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
minawaanigwad,0p - ch-conj,menawaanigwakin,/minawaanigwad-/,,,,changed_conjunct,,FALSE,FALSE
miikinji',1s - 3s - ind,nimiikinji'aa,/miikinji'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
miikinji',3s - 1s - ind,nimiikinji'ig,/miikinji'-/,,third_person_singular,first_person_singular,independent,,FALSE,FALSE
miikinji',1s - 2s - ind,gimiikinji'in,/miikinji'-/,,first_person_singular,second_person_singular,independent,,FALSE,FALSE
miikinji',2s - 1s - ind,gimiikinji',/miikinji'-/,,second_person_singular,first_person_singular,independent,,FALSE,FALSE
miikinji',3s - 3' - ind,omiikinji'aan,/miikinji'-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
miikinji',3s - 3' - conj,miikinji'aad,/miikinji'-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
miikinji',3s - 3' - ch-conj,maakinji'aad,/miikinji'-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
miikinji',2s - 3 - imp,miikinji',/miikinji'-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
ginzhizhawizi,1s - ind,inginzhizhawiz,/ginzhizhawizi-/,,first_person_singular,,independent,,FALSE,FALSE
ginzhizhawizi,1s - ind,ninginzhizhawiz,/ginzhizhawizi-/,,first_person_singular,,independent,,FALSE,FALSE
ginzhizhawizi,1s - ind,niginzhizhawiz,/ginzhizhawizi-/,,first_person_singular,,independent,,FALSE,FALSE
ginzhizhawizi,3s - ind,ginzhizhawizi,/ginzhizhawizi-/,,third_person_singular,,independent,,FALSE,FALSE
ginzhizhawizi,3s - conj,ginzhizhawizid,/ginzhizhawizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
ginzhizhawizi,3s - ch-conj,genzhizhawizid,/ginzhizhawizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
zanagad,0s - ind,zanagad,/zanagad-/,zazaanagad,singular_inanimate,,independent,,FALSE,FALSE
zanagad,0s - conj,zanagak,/zanagad-/,zazaanagad,singular_inanimate,,conjunct,,FALSE,FALSE
zanagad,0s - ch-conj,zenagak,/zanagad-/,zazaanagad,singular_inanimate,,changed_conjunct,,FALSE,FALSE
mashkawizi,3s - ind,mashkawizi,/mashkawizi-/,,third_person_singular,,independent,,FALSE,FALSE
mashkawizi,3s - conj,mashkawizid,/mashkawizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
mashkawizi,3s - ch-conj,meshkawizid,/mashkawizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
agaawaa,,agaawaa,,,,,,,FALSE,FALSE
agaawaa,,agaawaa go,,,,,,,FALSE,FALSE
biiwaabiko-adaawewigamig,sg,biiwaabiko-adaawewigamig,/biiwaabiko-adaawewigamigw-/,,,,,singular,FALSE,FALSE
biiwaabiko-adaawewigamig,pl,biiwaabiko-adaawewigamigoon,/biiwaabiko-adaawewigamigw-/,,,,,plural,FALSE,FALSE
biiwaabiko-adaawewigamig,loc,biiwaabiko-adaawewigamigong,/biiwaabiko-adaawewigamigw-/,,,,,,FALSE,TRUE
waabooz,sg,waabooz,/waaboozw-/,,,,,singular,FALSE,FALSE
waabooz,pl,waaboozoog,/waaboozw-/,,,,,plural,FALSE,FALSE
waabooz,dim,waaboozoons,/waaboozw-/,,,,,,TRUE,FALSE
waabooz,pej,waaboozosh,/waaboozw-/,,,,,,FALSE,FALSE
noondaagochigan,sg,noondaagochigan,/noondaagochigan-/,,,,,singular,FALSE,FALSE
noondaagochigan,pl,noondaagochiganan,/noondaagochigan-/,,,,,plural,FALSE,FALSE
noondaagochigan,dim,noondaagochigaans,/noondaagochigan-/,,,,,,TRUE,FALSE
noondaagochigan,loc,noondaagochiganing,/noondaagochigan-/,,,,,,FALSE,TRUE
onapizh,1s - 3s - ind,indoonapinaa,/onapiN-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
onapizh,1s - 3s - ind,nindoonapinaa,/onapiN-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
onapizh,1s - 3s - ind,nidoonapinaa,/onapiN-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
onapizh,3s - 3' - ind,odoonapinaan,/onapiN-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
onapizh,3s - 3' - conj,onapinaad,/onapiN-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
onapizh,3s - 3' - ch-conj,wenapinaad,/onapiN-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
onapizh,2s - 3 - imp,onapizh,/onapiN-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
bazhiba'igan,sg,bazhiba'igan,/bazhiba'igan-/,,,,,singular,FALSE,FALSE
bazhiba'igan,pl,bazhiba'iganan,/bazhiba'igan-/,,,,,plural,FALSE,FALSE
bawa'am,1s - ind,imbawa'am,/bawa'+am-/,,first_person_singular,,independent,,FALSE,FALSE
bawa'am,1s - ind,nimbawa'am,/bawa'+am-/,,first_person_singular,,independent,,FALSE,FALSE
bawa'am,1s - ind,nibawa'am,/bawa'+am-/,,first_person_singular,,independent,,FALSE,FALSE
bawa'am,3s - ind,bawa'am,/bawa'+am-/,,third_person_singular,,independent,,FALSE,FALSE
bawa'am,3s - conj,bawa'ang,/bawa'+am-/,,third_person_singular,,conjunct,,FALSE,FALSE
bawa'am,3s - ch-conj,bewa'ang,/bawa'+am-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
bawa'am,2s - imp,bawa'an,/bawa'+am-/,,second_person_singular,,imperative,,FALSE,FALSE
bawa'am,2s - imp prohib,gego bawa'angen,/bawa'+am-/,,second_person_singular,,prohibitive_imperative,,FALSE,FALSE
bawa'am,2s - imp del,bawa'amookan,/bawa'+am-/,,second_person_singular,,delayed_imperative,,FALSE,FALSE
wiiwakwaan,sg,wiiwakwaan,/wiiwakwaan-/,,,,,singular,FALSE,FALSE
wiiwakwaan,pl,wiiwakwaanan,/wiiwakwaan-/,,,,,plural,FALSE,FALSE
wiiwakwaan,dim,wiiwakwaanens,/wiiwakwaan-/,,,,,,TRUE,FALSE
wiiwakwaan,loc,wiiwakwaaning,/wiiwakwaan-/,,,,,,FALSE,TRUE
wiiwakwaan,pej,wiiwakwaanish,/wiiwakwaan-/,,,,,,FALSE,FALSE
baashkaawe'am,3s - ind,baashkaawe'am,/baashkaawe'+am-/,,third_person_singular,,independent,,FALSE,FALSE
baashkaawe'am,3s - conj,baashkaawe'ang,/baashkaawe'+am-/,,third_person_singular,,conjunct,,FALSE,FALSE
baashkaawe'am,3s - ch-conj,bayaashkaawe'ang,/baashkaawe'+am-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
zhiingenim,1s - 3s - ind,inzhiingenimaa,/zhiingenim-/,zhaashiingenim,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zhiingenim,1s - 3s - ind,ninzhiingenimaa,/zhiingenim-/,zhaashiingenim,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zhiingenim,1s - 3s - ind,nizhiingenimaa,/zhiingenim-/,zhaashiingenim,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zhiingenim,3s - 3' - ind,ozhiingenimaan,/zhiingenim-/,zhaashiingenim,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
zhiingenim,3s - 3' - conj,zhiingenimaad,/zhiingenim-/,zhaashiingenim,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
zhiingenim,3s - 3' - ch-conj,zhaangenimaad,/zhiingenim-/,zhaashiingenim,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
zhiingenim,2s - 3 - imp,zhiingenim,/zhiingenim-/,zhaashiingenim,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
aawadaaso,1s - ind,indaawadaas,/aawadaaso-/,aayaawadaaso,first_person_singular,,independent,,FALSE,FALSE
aawadaaso,1s - ind,nindaawadaas,/aawadaaso-/,aayaawadaaso,first_person_singular,,independent,,FALSE,FALSE
aawadaaso,1s - ind,niyaawadaas,/aawadaaso-/,aayaawadaaso,first_person_singular,,independent,,FALSE,FALSE
aawadaaso,3s - ind,aawadaaso,/aawadaaso-/,aayaawadaaso,third_person_singular,,independent,,FALSE,FALSE
aawadaaso,3s - conj,aawadaasod,/aawadaaso-/,aayaawadaaso,third_person_singular,,conjunct,,FALSE,FALSE
aawadaaso,3s - ch-conj,ayaawadaasod,/aawadaaso-/,aayaawadaaso,third_person_singular,,changed_conjunct,,FALSE,FALSE
ayaan,1s - 0s - ind,indayaan,/aya-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
ayaan,1s - 0s - ind,nindayaan,/aya-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
ayaan,1s - 0s - ind,nidayaan,/aya-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
ayaan,3s - 0s - ind,odayaan,/aya-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
ayaan,3s - 0 - conj,ayaang,/aya-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
ayaan,3s - 0 - ch-conj,eyaang,/aya-/,,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
biizikan,1s - 0s - ind,imbiizikaan,/biizik-/,baabiizikan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
biizikan,1s - 0s - ind,nimbiizikaan,/biizik-/,baabiizikan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
biizikan,1s - 0s - ind,nibiizikaan,/biizik-/,baabiizikan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
biizikan,3s - 0s - ind,obiizikaan,/biizik-/,baabiizikan,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
biizikan,3s - 0 - conj,biizikang,/biizik-/,baabiizikan,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
